IDpol,ClaimAmount,Region,VehBrand,VehPower,VehAge,DrivAge,BonusMalus,Area,VehGas
2226139,12000.0,Provence-Alpes-Cotes-D'Azur,B13,9,1,53,50,D,Regular
2062754,12000.0,Bretagne,B3,7,1,40,50,C,Diesel
1182106,12000.0,Provence-Alpes-Cotes-D'Azur,B5,10,12,40,50,E,Diesel
2277702,11995.35,Provence-Alpes-Cotes-D'Azur,B12,12,7,33,54,C,Diesel
75106,11983.03,Ile-de-France,B14,10,1,56,95,D,Diesel
4141751,11938.24,Rhone-Alpes,B2,6,10,26,85,E,Diesel
2112487,11936.45,Centre,B1,4,6,33,50,D,Regular
3108632,11877.08,Provence-Alpes-Cotes-D'Azur,B3,8,2,56,50,E,Regular
1099987,11780.96,Rhone-Alpes,B1,6,4,57,68,E,Diesel
2119709,11769.83,Centre,B5,4,15,49,50,A,Diesel
2062406,11715.01,Basse-Normandie,B1,7,6,48,50,C,Regular
1055933,11698.86,Rhone-Alpes,B1,8,3,37,50,E,Regular
2101818,11687.29,Aquitaine,B1,7,9,33,64,A,Regular
4182963,11602.0,Aquitaine,B11,7,12,42,50,C,Regular
1118729,11544.09,Pays-de-la-Loire,B1,6,8,21,100,C,Regular
2124305,11517.21,Picardie,B2,5,17,30,95,D,Regular
1022938,11513.11,Bretagne,B2,11,8,61,50,E,Regular
6093879,11500.0,Provence-Alpes-Cotes-D'Azur,B12,4,1,49,50,C,Diesel
2152336,11500.0,Centre,B11,7,8,28,85,C,Diesel
2121396,11500.0,Rhone-Alpes,B2,7,10,58,50,C,Diesel
1060612,11457.35,Aquitaine,B2,6,3,52,50,C,Regular
1081045,11452.54,Centre,B1,6,8,31,68,C,Diesel
2078213,11451.24,Rhone-Alpes,B6,5,3,49,50,C,Diesel
5062526,11403.27,Provence-Alpes-Cotes-D'Azur,B12,4,1,59,50,C,Diesel
1092867,11357.17,Rhone-Alpes,B13,9,7,58,50,C,Regular
4126085,11350.0,Lorraine,B3,6,12,61,50,C,Regular
91205,11281.23,Rhone-Alpes,B2,7,12,64,72,D,Diesel
2008505,11276.35,Ile-de-France,B12,5,2,27,95,A,Regular
2113087,11265.8,Picardie,B1,5,4,39,50,E,Regular
3181979,11213.52,Bretagne,B1,6,9,46,52,D,Regular
4133709,11204.0,Pays-de-la-Loire,B12,10,2,85,132,E,Regular
4151753,11204.0,Provence-Alpes-Cotes-D'Azur,B2,6,11,46,97,C,Diesel
1195380,11194.13,Nord-Pas-de-Calais,B1,7,9,32,57,E,Regular
1182054,11172.1,Languedoc-Roussillon,B1,4,9,49,76,C,Regular
1110175,11136.76,Rhone-Alpes,B5,4,7,23,95,E,Regular
5006707,11100.5,Languedoc-Roussillon,B2,5,4,31,80,C,Diesel
6071055,11051.7,Ile-de-France,B12,7,4,45,50,D,Diesel
1194971,11006.02,Centre,B5,7,3,31,68,A,Regular
2205196,11002.0,Bretagne,B1,5,2,53,60,B,Regular
3156444,11000.0,Nord-Pas-de-Calais,B13,5,10,44,50,D,Diesel
3144707,11000.0,Provence-Alpes-Cotes-D'Azur,B13,9,1,60,50,E,Regular
4145277,11000.0,Bretagne,B2,6,2,35,95,D,Diesel
1117961,11000.0,Rhone-Alpes,B10,8,2,35,54,D,Diesel
5032922,10935.51,Aquitaine,B12,4,2,48,50,B,Diesel
1106044,10902.21,Haute-Normandie,B1,5,7,49,50,C,Regular
2114622,10887.72,Rhone-Alpes,B2,6,10,69,62,E,Regular
132406,10861.74,Bretagne,B1,6,0,48,118,C,Regular
52386,10838.54,Centre,B1,7,10,39,64,C,Diesel
6107514,10825.0,Ile-de-France,B12,8,1,42,51,E,Diesel
2176178,10818.01,Centre,B1,6,6,51,50,A,Diesel
3162737,10811.7,Rhone-Alpes,B3,6,11,23,100,E,Diesel
1038364,10758.33,Centre,B1,6,7,30,80,B,Diesel
2164308,10740.03,Pays-de-la-Loire,B6,7,10,34,50,D,Regular
2212077,10713.16,Rhone-Alpes,B13,5,8,51,62,D,Diesel
3092078,10653.0,Centre,B2,6,10,54,50,A,Regular
2272894,10604.53,Aquitaine,B5,7,3,32,76,E,Regular
4174554,10584.92,Bretagne,B10,9,3,39,50,D,Diesel
3079521,10579.44,Bretagne,B10,10,19,71,69,A,Diesel
4132626,10496.37,Rhone-Alpes,B13,6,9,52,70,E,Diesel
3088814,10495.12,Centre,B2,6,6,50,50,C,Diesel
48723,10446.39,Bretagne,B1,7,11,28,62,C,Regular
3173203,10443.77,Provence-Alpes-Cotes-D'Azur,B2,7,7,45,50,D,Regular
2146473,10413.09,Provence-Alpes-Cotes-D'Azur,B2,6,8,23,95,C,Diesel
21155,10407.2,Centre,B2,4,10,78,50,A,Diesel
1179379,10407.07,Poitou-Charentes,B13,6,3,20,90,C,Diesel
2064511,10371.62,Centre,B1,5,1,69,50,A,Diesel
2141614,10346.77,Limousin,B3,4,12,38,50,C,Diesel
4132357,10339.54,Ile-de-France,B4,5,11,30,76,A,Diesel
4171053,10327.75,Centre,B2,6,10,49,50,C,Diesel
1136195,10298.77,Rhone-Alpes,B1,5,1,73,62,C,Diesel
6110575,10290.0,Nord-Pas-de-Calais,B12,12,2,44,50,D,Diesel
6082288,10290.0,Rhone-Alpes,B12,9,7,58,50,D,Regular
6059396,10290.0,Nord-Pas-de-Calais,B12,4,2,28,68,E,Regular
6100098,10290.0,Ile-de-France,B12,7,1,45,54,E,Diesel
6098565,10290.0,Aquitaine,B12,8,3,43,50,B,Diesel
6107374,10290.0,Provence-Alpes-Cotes-D'Azur,B12,4,4,68,50,C,Regular
6077039,10290.0,Rhone-Alpes,B12,8,4,50,50,C,Diesel
6113172,10290.0,Provence-Alpes-Cotes-D'Azur,B12,8,3,46,50,D,Diesel
6113834,10290.0,Poitou-Charentes,B12,15,3,36,50,C,Regular
4135981,10280.85,Provence-Alpes-Cotes-D'Azur,B6,5,6,33,50,E,Regular
1193095,10232.07,Languedoc-Roussillon,B1,6,0,43,50,E,Diesel
144421,10214.99,Centre,B2,5,9,35,54,B,Diesel
176239,10155.54,Centre,B2,5,9,20,50,A,Diesel
2129285,10152.45,Rhone-Alpes,B3,7,1,24,100,D,Regular
6059704,10123.19,Ile-de-France,B12,15,2,67,50,C,Diesel
1155904,10122.62,Centre,B2,8,18,35,55,A,Diesel
75953,10099.73,Rhone-Alpes,B1,6,6,47,75,D,Diesel
3043931,10093.13,Nord-Pas-de-Calais,B1,6,5,24,100,D,Diesel
3167194,10061.46,Provence-Alpes-Cotes-D'Azur,B2,5,15,33,75,E,Diesel
2224951,10059.92,Provence-Alpes-Cotes-D'Azur,B2,4,14,29,72,E,Regular
44662,10057.0,Rhone-Alpes,B3,7,13,46,62,E,Regular
137641,10022.81,Centre,B2,7,6,42,58,A,Diesel
1198171,10000.0,Midi-Pyrenees,B3,5,11,62,50,B,Regular
2223202,10000.0,Provence-Alpes-Cotes-D'Azur,B1,6,11,53,72,D,Diesel
2253899,10000.0,Provence-Alpes-Cotes-D'Azur,B1,5,7,61,50,E,Regular
2219808,10000.0,Provence-Alpes-Cotes-D'Azur,B1,7,9,53,50,C,Regular
2281286,10000.0,Provence-Alpes-Cotes-D'Azur,B2,5,0,52,55,B,Diesel
2289447,10000.0,Provence-Alpes-Cotes-D'Azur,B2,6,9,32,100,D,Regular
3247175,10000.0,Provence-Alpes-Cotes-D'Azur,B12,9,4,63,50,E,Diesel
2216168,10000.0,Centre,B2,7,18,62,68,E,Regular
2257841,10000.0,Midi-Pyrenees,B10,8,13,46,50,E,Diesel
2272263,10000.0,Nord-Pas-de-Calais,B2,7,15,47,50,D,Regular
2267489,10000.0,Languedoc-Roussillon,B5,5,4,71,75,D,Regular
2260482,10000.0,Provence-Alpes-Cotes-D'Azur,B2,5,9,40,57,D,Diesel
2083498,10000.0,Poitou-Charentes,B2,8,16,18,100,B,Regular
2275190,10000.0,Languedoc-Roussillon,B5,4,12,32,76,C,Regular
2282277,10000.0,Provence-Alpes-Cotes-D'Azur,B10,10,11,38,51,E,Diesel
2241683,10000.0,Languedoc-Roussillon,B1,4,12,52,50,D,Regular
2235158,10000.0,Auvergne,B3,10,0,42,72,D,Diesel
4186853,10000.0,Aquitaine,B1,5,3,56,50,E,Regular
2119535,10000.0,Ile-de-France,B2,4,11,20,90,D,Regular
2276782,10000.0,Provence-Alpes-Cotes-D'Azur,B5,4,15,61,85,D,Regular
3253481,10000.0,Provence-Alpes-Cotes-D'Azur,B2,6,11,32,106,D,Regular
1094053,10000.0,Provence-Alpes-Cotes-D'Azur,B1,4,2,41,59,E,Regular
3160635,10000.0,Provence-Alpes-Cotes-D'Azur,B2,4,5,37,82,E,Diesel
2280664,10000.0,Rhone-Alpes,B1,7,3,35,57,E,Diesel
3234075,10000.0,Provence-Alpes-Cotes-D'Azur,B2,5,10,39,60,E,Regular
3245252,10000.0,Lorraine,B2,8,1,55,50,C,Diesel
4161487,10000.0,Centre,B1,4,2,29,68,C,Diesel
2084522,10000.0,Centre,B2,6,6,59,81,D,Diesel
4156708,10000.0,Nord-Pas-de-Calais,B12,10,6,38,50,E,Diesel
1189539,10000.0,Rhone-Alpes,B1,5,0,19,100,B,Regular
2078498,10000.0,Rhone-Alpes,B2,4,11,38,55,E,Regular
2285876,10000.0,Provence-Alpes-Cotes-D'Azur,B1,4,4,58,54,B,Regular
2122521,9982.44,Centre,B11,7,10,63,50,D,Diesel
1104853,9976.32,Rhone-Alpes,B12,10,1,30,85,E,Diesel
1161649,9964.39,Pays-de-la-Loire,B2,6,3,26,72,C,Diesel
2136551,9963.24,Centre,B3,4,14,36,80,B,Diesel
3104752,9924.28,Poitou-Charentes,B4,4,7,59,54,D,Diesel
44539,9909.19,Rhone-Alpes,B11,11,0,51,76,E,Diesel
2156549,9901.03,Nord-Pas-de-Calais,B10,11,8,38,50,D,Regular
2012357,9892.41,Provence-Alpes-Cotes-D'Azur,B12,5,1,43,60,E,Regular
2141821,9888.84,Pays-de-la-Loire,B1,5,2,48,50,C,Diesel
6107867,9860.0,Provence-Alpes-Cotes-D'Azur,B12,4,1,35,54,D,Diesel
424,9844.36,Ile-de-France,B12,10,0,51,100,F,Regular
98477,9831.94,Rhone-Alpes,B3,5,3,19,95,B,Diesel
5018604,9806.0,Provence-Alpes-Cotes-D'Azur,B12,6,4,78,50,E,Diesel
5064881,9804.13,Bourgogne,B1,6,10,50,50,A,Diesel
3195631,9785.67,Bretagne,B3,9,10,56,50,E,Regular
2149890,9770.11,Provence-Alpes-Cotes-D'Azur,B2,6,0,63,50,B,Diesel
4140142,9756.5,Rhone-Alpes,B2,6,9,64,50,C,Diesel
3144600,9753.1,Provence-Alpes-Cotes-D'Azur,B2,5,2,72,62,D,Diesel
87092,9743.71,Aquitaine,B13,11,1,45,62,A,Diesel
4179590,9742.0,Centre,B13,6,6,44,62,A,Diesel
2191905,9726.82,Rhone-Alpes,B13,6,8,47,50,E,Regular
1173357,9713.75,Rhone-Alpes,B3,7,7,45,50,E,Diesel
1179582,9700.0,Rhone-Alpes,B1,5,9,34,112,B,Diesel
1101396,9692.83,Rhone-Alpes,B12,8,10,20,100,C,Regular
1188815,9691.87,Nord-Pas-de-Calais,B3,7,9,39,50,D,Regular
108186,9682.03,Provence-Alpes-Cotes-D'Azur,B3,5,1,69,57,E,Diesel
3148163,9642.54,Pays-de-la-Loire,B2,4,14,19,100,D,Diesel
3199013,9632.47,Bretagne,B2,5,3,72,50,C,Diesel
4179148,9573.59,Centre,B2,5,4,58,62,D,Diesel
1013558,9568.34,Nord-Pas-de-Calais,B12,6,1,49,50,D,Regular
2074426,9548.36,Lorraine,B1,4,5,57,50,D,Regular
74539,9528.67,Lorraine,B6,4,2,68,50,D,Regular
77767,9528.37,Nord-Pas-de-Calais,B1,6,2,35,50,D,Diesel
108786,9512.82,Centre,B3,7,1,31,60,A,Diesel
1198395,9500.0,Rhone-Alpes,B2,8,0,69,50,E,Diesel
1174984,9500.0,Pays-de-la-Loire,B3,5,6,48,62,C,Diesel
2218325,9456.02,Pays-de-la-Loire,B2,7,1,28,64,E,Regular
1058627,9449.31,Provence-Alpes-Cotes-D'Azur,B10,7,3,37,110,D,Regular
1111729,9427.17,Provence-Alpes-Cotes-D'Azur,B10,9,14,35,55,D,Diesel
4167405,9425.66,Provence-Alpes-Cotes-D'Azur,B1,5,3,42,62,D,Regular
5046827,9419.0,Corse,B12,11,1,63,50,D,Diesel
5031593,9387.19,Provence-Alpes-Cotes-D'Azur,B12,5,2,56,68,C,Diesel
3015817,9349.55,Midi-Pyrenees,B12,10,7,38,50,A,Diesel
2275282,9345.67,Rhone-Alpes,B2,8,1,41,65,B,Diesel
2115449,9334.65,Ile-de-France,B1,7,16,29,100,D,Regular
2107779,9330.43,Poitou-Charentes,B1,7,9,50,50,D,Diesel
152260,9315.49,Centre,B3,9,1,25,50,C,Regular
4007691,9275.71,Languedoc-Roussillon,B12,6,4,53,50,D,Regular
4156278,9263.4,Centre,B1,4,17,29,76,B,Regular
1183244,9260.57,Provence-Alpes-Cotes-D'Azur,B1,6,9,50,90,E,Diesel
2133366,9242.41,Centre,B2,7,14,19,100,D,Regular
2076306,9224.59,Provence-Alpes-Cotes-D'Azur,B1,6,3,47,50,E,Diesel
62312,9205.58,Rhone-Alpes,B11,7,2,29,57,B,Diesel
2285058,9202.1,Rhone-Alpes,B1,6,2,28,80,E,Regular
1001281,9189.47,Ile-de-France,B12,10,1,37,64,E,Diesel
1102537,9132.27,Centre,B1,7,13,50,67,C,Regular
2142843,9110.22,Centre,B2,5,1,70,50,B,Diesel
5075009,9110.0,Ile-de-France,B12,4,3,43,60,E,Regular
1062683,9098.12,Rhone-Alpes,B2,11,11,49,78,C,Regular
1188138,9064.65,Rhone-Alpes,B1,7,0,55,50,C,Regular
1065785,9056.8,Rhone-Alpes,B3,5,4,65,67,D,Diesel
2268195,9048.72,Centre,B12,9,6,37,64,C,Regular
2028881,9048.1,Provence-Alpes-Cotes-D'Azur,B12,11,1,39,95,A,Diesel
3127744,9040.2,Pays-de-la-Loire,B6,10,2,52,50,D,Regular
2269458,9000.0,Centre,B5,8,10,30,85,E,Regular
2025367,9000.0,Ile-de-France,B12,4,0,45,50,E,Regular
2256698,9000.0,Aquitaine,B2,7,4,54,80,C,Diesel
1196823,9000.0,Ile-de-France,B11,11,12,32,80,E,Regular
5014887,9000.0,Rhone-Alpes,B12,4,4,53,50,A,Regular
1060185,8985.65,Nord-Pas-de-Calais,B1,6,1,49,50,C,Diesel
4180637,8981.0,Centre,B1,6,15,44,50,E,Regular
3137389,8981.0,Rhone-Alpes,B2,8,5,38,77,D,Diesel
1040498,8968.8,Rhone-Alpes,B1,4,5,42,50,E,Regular
2115008,8933.21,Rhone-Alpes,B2,6,3,45,50,D,Regular
3011313,8931.25,Provence-Alpes-Cotes-D'Azur,B12,8,2,38,72,B,Regular
127009,8901.3,Centre,B2,13,1,86,62,B,Regular
6097178,8892.36,Ile-de-France,B12,7,4,25,85,E,Diesel
3234303,8889.74,Ile-de-France,B10,8,4,40,50,E,Diesel
4145380,8862.83,Rhone-Alpes,B1,11,28,38,61,D,Diesel
4166557,8861.5,Centre,B2,4,17,19,100,B,Regular
2051512,8860.0,Centre,B5,10,8,45,90,D,Diesel
2120180,8854.35,Aquitaine,B1,5,15,47,63,B,Regular
4159991,8843.26,Champagne-Ardenne,B1,7,14,56,62,B,Regular
3211010,8843.25,Provence-Alpes-Cotes-D'Azur,B13,13,2,65,52,E,Regular
78031,8836.53,Aquitaine,B1,5,7,28,71,E,Diesel
3158818,8804.0,Aquitaine,B2,5,15,52,50,C,Diesel
2163980,8779.77,Centre,B1,9,9,20,95,C,Regular
171487,8750.57,Rhone-Alpes,B3,5,5,27,85,D,Diesel
1119503,8750.45,Provence-Alpes-Cotes-D'Azur,B12,7,11,50,55,C,Regular
3111594,8750.2,Basse-Normandie,B1,5,2,74,50,D,Diesel
5078360,8749.09,Languedoc-Roussillon,B12,7,2,72,50,D,Regular
1111671,8722.06,Provence-Alpes-Cotes-D'Azur,B3,6,7,43,80,D,Diesel
2106535,8712.82,Bretagne,B3,9,8,26,85,E,Regular
4163744,8704.0,Centre,B1,6,7,45,50,E,Diesel
3082750,8702.83,Ile-de-France,B10,8,3,55,50,D,Diesel
61976,8682.4,Aquitaine,B5,5,9,44,78,D,Diesel
4148443,8676.01,Bretagne,B2,7,3,51,57,E,Regular
2122095,8672.0,Rhone-Alpes,B4,5,2,19,95,E,Regular
2188069,8657.07,Languedoc-Roussillon,B2,5,7,30,100,C,Diesel
4163288,8617.32,Provence-Alpes-Cotes-D'Azur,B1,5,8,21,100,E,Regular
3232763,8614.58,Provence-Alpes-Cotes-D'Azur,B1,5,4,33,60,C,Diesel
4133291,8606.27,Provence-Alpes-Cotes-D'Azur,B1,5,11,42,50,E,Regular
2239279,8596.96,Languedoc-Roussillon,B1,4,12,52,50,D,Regular
3107031,8590.75,Aquitaine,B10,9,1,47,76,E,Diesel
5076796,8573.66,Ile-de-France,B12,7,3,51,63,E,Diesel
3012967,8561.35,Ile-de-France,B12,4,2,71,60,E,Regular
2776,8561.02,Ile-de-France,B12,12,9,53,100,E,Regular
4141260,8542.68,Centre,B1,4,2,46,83,B,Diesel
2140396,8533.02,Provence-Alpes-Cotes-D'Azur,B2,11,8,32,64,E,Regular
3006849,8500.0,Corse,B1,7,6,44,51,B,Regular
2205133,8500.0,Rhone-Alpes,B1,5,6,53,51,D,Regular
1185779,8488.59,Midi-Pyrenees,B1,7,4,70,62,C,Diesel
45414,8464.25,Rhone-Alpes,B2,9,13,22,118,C,Regular
1079341,8461.01,Rhone-Alpes,B2,7,13,22,147,B,Regular
2093986,8448.85,Pays-de-la-Loire,B5,6,16,44,50,C,Regular
3142910,8421.93,Centre,B1,6,14,24,100,C,Regular
67315,8416.71,Provence-Alpes-Cotes-D'Azur,B4,6,1,31,76,C,Diesel
2109943,8415.28,Provence-Alpes-Cotes-D'Azur,B2,4,8,44,50,E,Regular
2136143,8402.21,Rhone-Alpes,B1,7,12,39,95,E,Regular
3051083,8395.03,Centre,B12,6,8,53,50,C,Regular
1013710,8390.0,Picardie,B2,7,6,25,80,C,Regular
2072160,8379.0,Bretagne,B2,5,5,77,50,C,Regular
2008127,8364.95,Rhone-Alpes,B4,4,2,57,50,D,Regular
32735,8363.96,Centre,B2,5,11,19,125,C,Regular
4123730,8356.45,Aquitaine,B2,4,9,50,68,D,Regular
3148343,8349.07,Provence-Alpes-Cotes-D'Azur,B12,10,8,51,50,D,Regular
38727,8348.92,Centre,B5,5,1,48,50,C,Regular
50909,8340.47,Centre,B2,6,10,25,118,C,Regular
1036695,8331.64,Centre,B12,9,8,40,90,B,Diesel
4038303,8330.25,Provence-Alpes-Cotes-D'Azur,B12,11,1,47,80,D,Diesel
2135511,8321.0,Centre,B2,7,7,67,50,D,Diesel
2189554,8319.57,Centre,B3,6,9,32,57,B,Diesel
5020434,8288.0,Corse,B12,11,3,55,50,B,Diesel
2055353,8285.37,Bretagne,B12,7,1,41,50,C,Diesel
1085134,8284.9,Centre,B2,5,2,30,80,C,Regular
1195113,8254.63,Aquitaine,B1,6,3,49,50,C,Diesel
3035989,8250.06,Rhone-Alpes,B12,6,1,39,100,E,Diesel
3077641,8250.0,Languedoc-Roussillon,B2,5,14,51,52,E,Diesel
4043263,8233.41,Bretagne,B12,8,0,47,50,D,Diesel
3115444,8208.98,Picardie,B2,6,10,72,68,B,Diesel
2183095,8205.69,Centre,B5,7,12,44,50,E,Regular
4156746,8204.0,Haute-Normandie,B2,7,3,39,50,B,Diesel
6057954,8202.86,Nord-Pas-de-Calais,B12,4,2,33,72,D,Diesel
83410,8195.22,Provence-Alpes-Cotes-D'Azur,B1,6,9,49,50,E,Diesel
5031352,8186.92,Rhone-Alpes,B12,10,4,33,100,D,Regular
2049386,8180.49,Pays-de-la-Loire,B11,7,4,62,50,D,Diesel
3151243,8180.33,Ile-de-France,B2,4,5,48,50,A,Diesel
2123785,8171.53,Bretagne,B5,4,17,21,100,C,Regular
114568,8169.67,Aquitaine,B5,5,9,40,80,C,Diesel
6017766,8166.0,Provence-Alpes-Cotes-D'Azur,B12,5,5,36,50,B,Regular
2287203,8158.13,Aquitaine,B2,5,1,32,51,E,Diesel
1114749,8157.47,Aquitaine,B5,9,7,80,50,C,Regular
1057380,8138.07,Bretagne,B6,4,5,44,58,D,Regular
1076016,8134.61,Rhone-Alpes,B4,7,8,52,58,E,Regular
1037377,8134.1,Ile-de-France,B1,7,7,53,50,A,Diesel
4170784,8103.19,Provence-Alpes-Cotes-D'Azur,B2,5,2,24,100,D,Diesel
1089592,8098.13,Aquitaine,B3,4,9,30,112,E,Regular
5037814,8098.07,Ile-de-France,B12,7,3,75,59,F,Diesel
1091784,8092.47,Rhone-Alpes,B3,4,11,42,95,C,Regular
3165391,8076.01,Rhone-Alpes,B2,7,15,44,100,D,Regular
4127697,8073.61,Basse-Normandie,B1,7,17,28,85,A,Regular
4132344,8073.11,Ile-de-France,B2,7,6,53,50,D,Regular
3129256,8065.45,Rhone-Alpes,B11,9,8,22,100,E,Regular
5096053,8036.25,Rhone-Alpes,B2,7,15,20,100,A,Regular
5074924,8033.42,Auvergne,B12,6,4,50,50,B,Diesel
35295,8009.82,Rhone-Alpes,B2,7,10,53,85,E,Diesel
2277213,8000.0,Provence-Alpes-Cotes-D'Azur,B12,12,6,49,50,E,Diesel
2247970,8000.0,Rhone-Alpes,B2,8,16,25,85,B,Regular
5071958,8000.0,Ile-de-France,B12,4,3,35,50,E,Regular
3253234,8000.0,Languedoc-Roussillon,B1,4,13,53,50,D,Regular
2257964,8000.0,Provence-Alpes-Cotes-D'Azur,B1,5,8,38,57,E,Regular
1194587,8000.0,Provence-Alpes-Cotes-D'Azur,B2,6,12,39,50,E,Regular
1119652,8000.0,Provence-Alpes-Cotes-D'Azur,B2,8,6,41,50,E,Diesel
3171322,7972.64,Bretagne,B6,10,2,54,60,E,Regular
3060142,7940.38,Centre,B1,6,2,66,50,C,Regular
1061323,7935.43,Lorraine,B3,5,2,33,51,C,Regular
166390,7927.35,Bretagne,B1,6,9,24,95,C,Diesel
4024700,7920.0,Bourgogne,B12,6,7,44,50,B,Diesel
23528,7902.51,Centre,B1,6,10,63,50,D,Diesel
4181765,7894.25,Rhone-Alpes,B3,4,2,19,118,D,Regular
84175,7890.08,Limousin,B1,6,5,34,50,A,Diesel
2087311,7888.08,Provence-Alpes-Cotes-D'Azur,B2,7,11,54,50,E,Diesel
3146471,7886.35,Provence-Alpes-Cotes-D'Azur,B12,6,1,62,50,C,Diesel
3059615,7800.0,Centre,B3,7,4,59,50,E,Regular
117393,7793.63,Centre,B3,5,0,27,61,D,Diesel
97593,7790.74,Centre,B2,6,7,24,120,B,Diesel
1009054,7787.05,Provence-Alpes-Cotes-D'Azur,B12,4,1,30,95,C,Regular
3074474,7777.0,Lorraine,B5,7,7,78,50,D,Regular
4146824,7777.0,Picardie,B10,7,1,46,50,C,Diesel
4154954,7777.0,Poitou-Charentes,B10,9,20,34,80,D,Regular
3097214,7777.0,Nord-Pas-de-Calais,B6,4,10,54,63,D,Regular
3165004,7777.0,Centre,B1,4,3,43,54,C,Regular
3072965,7777.0,Provence-Alpes-Cotes-D'Azur,B1,4,11,60,50,E,Regular
4157894,7777.0,Rhone-Alpes,B5,7,13,41,112,C,Regular
4157745,7777.0,Centre,B1,9,1,49,60,A,Diesel
4187660,7777.0,Bretagne,B12,6,8,61,50,E,Diesel
3068697,7777.0,Ile-de-France,B2,5,2,32,51,E,Diesel
4155100,7777.0,Bourgogne,B2,7,14,30,60,C,Regular
4151446,7777.0,Nord-Pas-de-Calais,B1,6,10,39,68,B,Diesel
4123133,7777.0,Provence-Alpes-Cotes-D'Azur,B2,6,11,54,50,C,Diesel
3057349,7768.48,Poitou-Charentes,B2,7,20,44,80,B,Regular
2085501,7767.63,Provence-Alpes-Cotes-D'Azur,B2,6,3,52,50,D,Diesel
1112093,7746.01,Picardie,B11,7,15,24,80,E,Diesel
1060002,7735.12,Pays-de-la-Loire,B3,5,3,37,100,D,Diesel
5056636,7719.41,Ile-de-France,B12,6,9,26,80,D,Diesel
3243807,7715.19,Provence-Alpes-Cotes-D'Azur,B1,7,2,51,50,E,Regular
6113501,7700.0,Provence-Alpes-Cotes-D'Azur,B12,4,1,35,50,E,Regular
6044592,7700.0,Bretagne,B12,4,2,63,50,C,Regular
6094172,7700.0,Ile-de-France,B1,7,3,67,50,E,Diesel
6100957,7700.0,Ile-de-France,B12,10,4,34,76,F,Regular
6113271,7700.0,Ile-de-France,B12,8,0,34,60,E,Regular
4152341,7700.0,Nord-Pas-de-Calais,B2,8,2,31,50,D,Regular
6090939,7700.0,Provence-Alpes-Cotes-D'Azur,B3,4,3,22,95,C,Diesel
5018634,7697.78,Nord-Pas-de-Calais,B12,6,4,44,51,E,Regular
3117868,7662.03,Centre,B2,7,14,49,50,B,Diesel
5055342,7652.15,Basse-Normandie,B12,10,10,60,50,D,Regular
2190286,7625.0,Centre,B1,6,8,61,55,D,Diesel
23422,7622.45,Centre,B10,5,1,54,50,E,Diesel
3018039,7620.85,Lorraine,B12,7,2,54,50,D,Diesel
4020812,7620.0,Ile-de-France,B12,8,2,53,52,F,Diesel
3107845,7598.0,Poitou-Charentes,B2,8,4,45,52,D,Diesel
1160651,7592.43,Rhone-Alpes,B1,10,7,54,50,A,Diesel
1117225,7591.99,Centre,B2,5,16,19,63,A,Diesel
3092008,7564.91,Bourgogne,B2,7,3,56,62,B,Regular
1140390,7551.98,Ile-de-France,B4,10,11,51,85,E,Regular
1007392,7525.61,Champagne-Ardenne,B3,6,3,23,80,E,Regular
159787,7509.92,Ile-de-France,B13,12,10,44,50,D,Regular
72156,7501.11,Pays-de-la-Loire,B6,10,1,53,50,D,Regular
2225849,7500.0,Provence-Alpes-Cotes-D'Azur,B1,6,14,46,54,E,Regular
4030710,7492.43,Ile-de-France,B12,12,5,59,76,F,Diesel
3172392,7492.0,Pays-de-la-Loire,B2,8,0,56,50,B,Diesel
6018854,7490.0,Franche-Comte,B12,7,6,68,50,A,Diesel
6006882,7490.0,Provence-Alpes-Cotes-D'Azur,B12,6,6,53,50,E,Regular
6050416,7490.0,Rhone-Alpes,B12,10,2,49,50,D,Regular
6065286,7490.0,Ile-de-France,B12,5,2,33,61,F,Regular
6111342,7490.0,Rhone-Alpes,B12,7,9,24,76,E,Regular
6059824,7490.0,Provence-Alpes-Cotes-D'Azur,B12,5,2,48,64,D,Regular
6106057,7490.0,Provence-Alpes-Cotes-D'Azur,B12,4,1,43,50,D,Regular
2097394,7475.48,Rhone-Alpes,B1,7,2,36,95,D,Diesel
1040780,7469.94,Rhone-Alpes,B4,7,4,52,50,D,Regular
1040757,7448.51,Rhone-Alpes,B1,6,5,33,62,C,Diesel
4121099,7429.07,Centre,B6,5,5,49,50,C,Diesel
4158237,7410.0,Aquitaine,B1,8,16,52,50,C,Diesel
3185479,7403.37,Bretagne,B2,4,5,66,58,C,Regular
5005476,7380.0,Provence-Alpes-Cotes-D'Azur,B12,6,5,77,50,E,Regular
1112055,7308.68,Picardie,B2,8,3,53,55,D,Diesel
1059802,7293.16,Centre,B5,5,14,46,100,A,Regular
1187905,7262.82,Provence-Alpes-Cotes-D'Azur,B10,8,8,38,60,E,Diesel
71345,7260.08,Nord-Pas-de-Calais,B1,7,3,32,76,C,Regular
4085358,7250.0,Pays-de-la-Loire,B12,4,1,71,50,A,Regular
1160217,7234.35,Aquitaine,B2,11,11,54,77,C,Regular
1177078,7208.85,Rhone-Alpes,B1,5,8,53,50,E,Diesel
4134872,7204.0,Centre,B1,7,18,44,62,E,Regular
4006737,7199.69,Provence-Alpes-Cotes-D'Azur,B12,7,4,68,50,D,Diesel
